Site,Q_StartTime,Q_EndTime,Q_PeakTime,Q_Total_mm,Q_Runoff_mm,Q_Peak_cms.sqkm,Q_Peak_cfs,Q_Duration_hrs,Q_TimeToFlowPeak_hrs,Q_RiseRate_cms.hr,Q_PriorDry_hrs,Q_Runoff_PrecipRatio,Q_Total_PrecipRatio,Precip_StartTime,Precip_EndTime,Precip_Total_mm,Precip_Duration_hrs,Precip_PriorDry_hrs
Forested Control,5/10/2008 5:20,5/15/2008 10:45, 2008-05-11 23:40:00,55.85,35.13,2.165,260,125.42,42.33,0.174,7.42,0.33247,0.52859,5/10/2008 2:55,5/12/2008 19:10,105.664,34.58,14.33
Forested Control,5/16/2008 3:40,5/17/2008 8:50, 2008-05-16 08:20:00,2.49,0.48,0.032,3.86,29.17,4.67,0.023,16.83,0.02892,0.15069,5/15/2008 23:15,5/16/2008 10:20,16.51,11.08,76.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/17/2008 21:40,5/17/2008 22:45,1.016,1.08,35.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/18/2008 11:45,5/18/2008 13:10,1.016,1.42,13
Forested Control,5/20/2008 5:00,5/21/2008 11:30, 2008-05-20 15:05:00,2.39,0.67,0.037,4.43,30.5,10.08,0.012,68.08,0.03119,0.11202,5/20/2008 2:45,5/20/2008 12:20,21.336,9.58,37.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/21/2008 16:45,5/21/2008 19:50,0.508,3.08,28.42
Forested Control,5/31/2008 10:15,5/31/2008 23:10, 2008-05-31 14:15:00,0.81,0.4,0.031,3.68,12.92,4,0.026,238.67,0.03923,0.07978,5/31/2008 10:15,5/31/2008 14:05,10.16,3.83,230.42
Forested Control,6/3/2008 22:30,6/5/2008 7:25, 2008-06-04 16:30:00,1.29,0.28,0.015,1.84,32.92,18,0.003,71.25,0.00611,0.02792,6/3/2008 18:30,6/5/2008 0:25,46.228,18.67,76.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/7/2008 18:30,6/7/2008 18:45,9.652,0.25,66.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/10/2008 16:30,6/10/2008 17:15,12.192,0.75,69.75
Forested Control,6/14/2008 16:00,6/15/2008 1:00, 2008-06-14 19:30:00,0.28,0.11,0.01,1.26,9,3.5,0.01,91,0.00963,0.02501,6/14/2008 14:45,6/14/2008 19:35,11.176,4.83,93.5
Forested Control,6/16/2008 16:20,6/17/2008 2:15, 2008-06-16 22:55:00,0.29,0.1,0.01,1.26,9.92,6.58,0.005,39.25,0.00656,0.01893,6/16/2008 14:35,6/16/2008 22:55,15.494,8.33,43
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/23/2008 20:10,6/23/2008 20:40,1.778,0.5,25.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/27/2008 16:00,6/27/2008 16:25,10.16,0.42,91.33
Forested Control,6/28/2008 19:45,6/28/2008 23:40, 2008-06-28 20:00:00,0.11,0.06,0.013,1.53,3.92,0.25,0.173,20.33,0.02822,0.05648,6/28/2008 19:25,6/28/2008 19:45,2.032,0.33,27
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/29/2008 23:20,6/30/2008 0:05,1.524,0.75,27.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/30/2008 11:40,6/30/2008 11:50,1.778,0.17,11.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/4/2008 4:35,7/4/2008 6:00,3.556,1.42,80.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/4/2008 15:25,7/4/2008 18:35,3.302,3.17,9.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/5/2008 4:45,7/5/2008 6:15,0.508,1.5,10.17
Forested Control,7/7/2008 1:00,7/7/2008 4:35, 2008-07-07 01:10:00,0.07,0.03,0.007,0.88,3.58,0.17,0.147,193.25,0.0048,0.01322,7/7/2008 0:30,7/7/2008 1:05,5.588,0.58,42.25
Forested Control,7/9/2008 17:00,7/9/2008 18:30, 2008-07-09 17:05:00,0.04,0.02,0.008,0.95,1.5,0.08,0.336,60.33,0.01422,0.03002,7/9/2008 16:50,7/9/2008 17:00,1.27,0.17,63.75
Forested Control,7/13/2008 19:45,7/14/2008 5:35, 2008-07-14 00:45:00,0.23,0.11,0.008,0.95,9.83,5,0.005,97.17,0.00357,0.00764,7/13/2008 15:50,7/14/2008 4:25,29.464,12.58,94.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/20/2008 19:05,7/20/2008 19:45,1.27,0.67,158.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/22/2008 9:20,7/22/2008 9:35,0.762,0.25,37.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/22/2008 22:40,7/23/2008 1:45,1.524,3.08,13.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/23/2008 12:10,7/23/2008 13:20,1.016,1.17,10.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/23/2008 19:35,7/23/2008 23:50,4.318,4.25,6.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/26/2008 19:05,7/26/2008 19:15,0.508,0.17,67.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/27/2008 10:20,7/27/2008 15:40,14.478,5.33,15.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/29/2008 1:45,7/29/2008 4:40,2.54,2.92,34.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/2/2008 3:10,8/2/2008 7:40,9.906,4.5,94.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/11/2008 14:25,8/11/2008 14:30,0.762,0.08,148.75
Forested Control,8/13/2008 16:35,8/14/2008 0:40, 2008-08-13 19:20:00,0.17,0.1,0.009,1.09,8.08,2.75,0.011,139.67,0.18984,0.3399,8/13/2008 17:15,8/13/2008 17:25,0.508,0.17,50.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/14/2008 16:40,8/14/2008 16:50,2.286,0.17,23.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/28/2008 7:25,8/28/2008 12:55,7.112,5.5,326.58
Forested Control,8/29/2008 6:30,8/29/2008 21:15, 2008-08-29 15:30:00,0.45,0.26,0.014,1.63,14.75,9,0.005,365.75,0.0124,0.02207,8/29/2008 3:15,8/29/2008 17:50,20.574,14.58,14.33
Forested Control,9/6/2008 8:35,9/7/2008 5:55, 2008-09-06 14:00:00,6.16,5.47,0.515,61.8,21.33,5.42,0.323,179.25,0.05883,0.06621,9/5/2008 22:45,9/6/2008 16:30,92.964,17.75,172.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/9/2008 12:35,9/9/2008 13:55,0.762,1.33,68.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/9/2008 21:55,9/9/2008 22:10,10.16,0.25,8
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/12/2008 13:45,9/12/2008 21:35,4.318,7.83,63.58
Forested Control,9/25/2008 21:10,9/26/2008 5:45, 2008-09-25 23:45:00,0.24,0.09,0.008,0.95,8.58,2.58,0.01,447.17,0.00826,0.02223,9/25/2008 17:45,9/26/2008 10:40,10.668,16.92,299.08
Forested Control,9/26/2008 20:50,9/27/2008 12:35, 2008-09-27 05:25:00,0.93,0.53,0.042,5.06,15.75,8.58,0.017,15,0.01504,0.02613,9/26/2008 19:00,9/27/2008 22:20,35.56,17.92,8.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/28/2008 6:25,9/28/2008 9:00,3.302,2.58,8.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/30/2008 19:15,9/30/2008 20:15,4.064,1,58.25
Forested Control,10/25/2008 10:55,10/26/2008 1:30, 2008-10-25 16:00:00,0.58,0.33,0.023,2.72,14.58,5.08,0.015,670.25,0.01067,0.01855,10/24/2008 22:45,10/25/2008 17:00,31.242,18.25,385.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/27/2008 19:45,10/28/2008 4:05,3.81,8.33,42.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/4/2008 16:45,11/5/2008 1:55,2.032,9.17,180.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/8/2008 4:30,11/8/2008 5:45,0.508,1.25,58.83
Forested Control,11/13/2008 10:05,11/13/2008 23:50, 2008-11-13 11:55:00,0.44,0.21,0.011,1.34,13.75,1.83,0.021,440.5,0.01283,0.0266,11/13/2008 7:25,11/13/2008 13:05,16.51,5.67,121.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/14/2008 21:30,11/15/2008 5:20,9.144,7.83,9.83
Forested Control,11/15/2008 14:00,11/16/2008 3:25, 2008-11-15 19:00:00,0.55,0.25,0.014,1.73,13.42,5,0.01,38.08,0.02973,0.06619,11/15/2008 13:50,11/15/2008 18:15,8.382,4.42,8.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/17/2008 17:00,11/17/2008 17:30,0.762,0.5,46.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/24/2008 17:45,11/24/2008 22:35,8.128,4.83,151.58
Forested Control,11/30/2008 11:30,12/1/2008 11:00, 2008-12-01 02:35:00,1.08,0.56,0.028,3.33,23.5,15.08,0.006,126.92,0.02502,0.04844,11/30/2008 2:25,12/1/2008 17:10,22.352,23.08,123.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/4/2008 17:35,12/4/2008 21:00,1.016,3.42,72.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/10/2008 2:35,12/10/2008 16:10,5.588,13.58,125.58
Forested Control,12/11/2008 11:50,12/13/2008 3:25, 2008-12-11 22:55:00,8.99,6.64,0.35,42,39.58,11.08,0.107,240.75,0.16871,0.22846,12/11/2008 2:55,12/12/2008 5:45,39.37,26.83,10.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/15/2008 22:15,12/15/2008 23:25,0.508,1.17,16.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/16/2008 9:50,12/16/2008 11:50,0.508,2,10.42
Forested Control,12/16/2008 21:55,12/18/2008 7:05, 2008-12-17 03:10:00,2.55,1.23,0.04,4.85,33.17,5.25,0.026,90.42,0.06793,0.1414,12/16/2008 18:00,12/17/2008 7:30,18.034,13.5,6.17
Forested Control,12/19/2008 13:25,12/20/2008 10:05, 2008-12-19 17:40:00,1.24,0.5,0.024,2.86,20.67,4.25,0.019,30.25,0.04552,0.11373,12/19/2008 4:50,12/19/2008 14:40,10.922,9.83,45.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/21/2008 9:25,12/21/2008 9:35,0.508,0.17,35.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/24/2008 23:40,12/24/2008 23:55,1.016,0.25,11.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/26/2008 20:25,12/26/2008 22:30,3.556,2.08,44.5
Forested Control,1/6/2009 22:45,1/9/2009 3:35, 2009-01-07 10:20:00,7.12,4.04,0.152,18.2,52.83,11.58,0.045,420.58,0.09884,0.17421,1/6/2009 5:55,1/7/2009 19:00,40.894,37.08,247.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/10/2009 14:55,1/11/2009 1:45,2.794,10.83,67.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/27/2009 12:35,1/27/2009 13:35,0.508,1,191.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/29/2009 10:55,1/29/2009 14:15,6.35,3.33,45.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/30/2009 10:20,1/30/2009 14:55,5.334,4.58,20.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/1/2009 9:45,2/1/2009 10:25,1.016,0.67,42.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/2/2009 14:45,2/2/2009 21:00,1.524,6.25,28.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/3/2009 10:00,2/3/2009 10:40,0.762,0.67,13
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/11/2009 21:55,2/11/2009 22:15,2.286,0.33,24.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/18/2009 11:35,2/18/2009 15:15,4.826,3.67,157.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/27/2009 12:25,2/27/2009 13:30,0.508,1.08,122.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/27/2009 20:55,2/27/2009 22:35,3.81,1.67,7.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/1/2009 10:35,3/1/2009 12:20,3.048,1.75,36
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/4/2009 10:10,3/4/2009 10:45,0.508,0.58,69.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/14/2009 17:20,3/14/2009 20:10,1.27,2.83,246.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/15/2009 13:35,3/15/2009 15:10,0.508,1.58,6.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/16/2009 16:50,3/17/2009 2:45,9.144,9.92,25.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/19/2009 10:00,3/19/2009 12:25,2.54,2.42,55.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/26/2009 0:20,3/26/2009 18:20,10.668,18,155.92
Forested Control,3/28/2009 0:50,3/30/2009 14:00, 2009-03-28 05:55:00,9.25,4.02,0.227,27.2,61.17,5.08,0.152,24.42,0.10621,0.24448,3/27/2009 20:50,3/29/2009 18:35,37.846,37.92,26.5
Forested Control,4/3/2009 6:35,4/4/2009 18:05, 2009-04-03 12:20:00,6.24,3.51,0.22,26.4,35.5,5.75,0.13,88.5,0.15687,0.27905,4/3/2009 0:20,4/3/2009 14:10,22.352,13.83,32.25
Forested Control,4/11/2009 8:05,4/12/2009 8:50, 2009-04-11 13:10:00,2.3,1.02,0.046,5.52,24.75,5.08,0.031,143.67,0.05825,0.1313,4/11/2009 3:25,4/11/2009 12:30,17.526,9.08,112.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/14/2009 5:35,4/14/2009 7:15,0.762,1.67,9.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/14/2009 14:40,4/14/2009 20:10,0.508,5.5,7.42
Forested Control,4/15/2009 15:05,4/16/2009 12:15, 2009-04-15 20:05:00,1.64,0.55,0.028,3.33,21.17,5,0.019,78.17,0.05328,0.15742,4/15/2009 5:05,4/15/2009 21:05,10.414,16,8.92
Forested Control,4/20/2009 7:10,4/23/2009 1:20, 2009-04-20 11:05:00,10.2,4.16,0.213,25.6,66.17,3.92,0.185,90.83,0.12056,0.29526,4/20/2009 0:35,4/21/2009 18:05,34.544,27,99.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/29/2009 6:40,4/29/2009 8:15,3.556,1.58,162.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/29/2009 15:05,4/29/2009 19:25,4.318,4.33,6.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/1/2009 0:15,5/1/2009 17:25,7.62,17.17,28.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/2/2009 6:55,5/2/2009 9:10,0.762,2.25,13.5
Forested Control,5/3/2009 8:55,5/6/2009 15:00, 2009-05-04 15:00:00,16.36,7.72,0.322,38.7,78.08,30.08,0.036,36.25,0.11383,0.24117,5/3/2009 1:50,5/7/2009 1:45,67.818,61.42,16.67
Forested Control,5/6/2009 22:45,5/8/2009 14:20, 2009-05-07 03:35:00,5.02,1.43,0.074,8.85,39.58,4.83,0.052,7.67,0.07203,0.25335,5/6/2009 17:15,5/7/2009 12:35,19.812,10.17,19.75
Forested Control,5/11/2009 19:20,5/12/2009 5:45, 2009-05-11 19:45:00,0.58,0.11,0.016,1.95,10.42,0.42,0.131,54.25,0.015,0.07631,5/11/2009 15:15,5/11/2009 20:15,7.62,5,98.67
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/14/2009 19:05,5/14/2009 19:50,2.794,0.75,70.83
Forested Control,5/16/2009 19:55,5/17/2009 7:50, 2009-05-17 00:15:00,0.5,0.15,0.013,1.53,11.92,4.33,0.01,110.08,0.01277,0.04159,5/16/2009 16:30,5/17/2009 4:40,11.938,12.17,44.67
Forested Control,5/25/2009 14:35,5/25/2009 21:25, 2009-05-25 14:45:00,0.25,0.1,0.014,1.73,6.83,0.17,0.288,198.67,0.00193,0.00461,5/25/2009 12:35,5/26/2009 8:45,54.102,11.08,199.92
Forested Control,5/26/2009 3:45,5/28/2009 2:50, 2009-05-26 09:40:00,13.48,9.54,0.874,105,47.08,5.92,0.502,6.25,0.18782,0.26536,5/26/2009 1:00,5/27/2009 7:50,50.8,12.5,9.08
Forested Control,5/28/2009 14:25,5/30/2009 17:15, 2009-05-29 17:35:00,10.09,5.03,0.201,24.1,50.83,27.17,0.025,11.5,0.1455,0.29219,5/28/2009 15:20,5/29/2009 16:25,34.544,12.25,31.5
Forested Control,5/31/2009 5:35,5/31/2009 16:35, 2009-05-31 05:35:00,0.8,0.09,0.021,2.58,11,0,0,12.25,0.033,0.28664,5/31/2009 4:15,5/31/2009 6:00,2.794,1.75,35.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/3/2009 0:40,6/3/2009 3:25,3.302,2.75,66.67
Forested Control,6/3/2009 20:30,6/7/2009 15:10, 2009-06-05 14:45:00,14.18,5.57,0.156,18.7,90.67,42.25,0.013,8.33,0.11065,0.28187,6/3/2009 19:55,6/6/2009 0:15,50.292,39,16.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/9/2009 4:45,6/9/2009 5:35,1.016,0.83,76.5
Forested Control,6/9/2009 17:35,6/10/2009 4:00, 2009-06-09 18:25:00,0.62,0.09,0.017,2.06,10.42,0.83,0.07,28.5,0.01621,0.10697,6/9/2009 15:40,6/9/2009 16:55,5.842,1.25,10.08
Forested Control,6/10/2009 22:35,6/11/2009 3:00, 2009-06-11 00:35:00,0.26,0.04,0.016,1.95,4.42,2,0.028,18.5,0.00385,0.02805,6/10/2009 17:30,6/10/2009 21:25,9.144,3.92,24.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/17/2009 7:40,6/17/2009 14:00,3.556,6.33,81.42
Forested Control,6/18/2009 3:15,6/19/2009 13:50, 2009-06-18 13:00:00,3.97,1.97,0.127,15.2,34.58,9.75,0.044,97.08,0.05283,0.10635,6/17/2009 21:50,6/18/2009 11:40,37.338,13.83,7.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/20/2009 7:35,6/20/2009 11:05,7.366,3.5,43.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/21/2009 6:50,6/21/2009 7:15,0.508,0.42,19.75
Forested Control,6/26/2009 19:05,6/27/2009 1:15, 2009-06-26 19:50:00,0.23,0.07,0.011,1.34,6.17,0.75,0.051,145.25,0.02812,0.09124,6/26/2009 17:30,6/26/2009 17:40,2.54,0.17,130.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/30/2009 19:30,6/30/2009 19:55,3.81,0.42,97.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/1/2009 17:25,7/2/2009 1:15,12.7,7.83,21.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/17/2009 12:20,7/18/2009 1:45,3.81,13.42,371.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/21/2009 19:55,7/21/2009 20:30,7.366,0.58,90.17
Forested Control,7/23/2009 21:15,7/24/2009 9:50, 2009-07-23 22:55:00,1.05,0.77,0.085,10.2,12.58,1.67,0.173,643.92,0.01866,0.02551,7/23/2009 13:35,7/23/2009 22:10,41.148,8.58,41.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/25/2009 17:45,7/25/2009 19:15,1.524,1.5,43.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/26/2009 6:10,7/26/2009 7:30,1.524,1.33,10.92
Forested Control,7/29/2009 21:30,7/30/2009 4:55, 2009-07-29 21:45:00,0.21,0.09,0.01,1.17,7.42,0.25,0.133,71.67,0.0092,0.0215,7/29/2009 21:25,7/30/2009 2:25,9.906,5,85.92
Forested Control,7/31/2009 13:40,7/31/2009 22:45, 2009-07-31 15:50:00,0.32,0.15,0.013,1.53,9.08,2.17,0.02,32.67,0.00858,0.01795,7/31/2009 12:30,7/31/2009 14:40,18.034,2.17,34.08
Forested Control,8/1/2009 23:55,8/2/2009 14:45, 2009-08-02 08:35:00,0.39,0.1,0.009,1.09,14.83,8.67,0.004,25.08,0.01685,0.06437,8/1/2009 23:15,8/2/2009 7:45,6.096,8.5,32.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/6/2009 2:45,8/6/2009 8:25,1.27,5.67,91
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/10/2009 19:20,8/10/2009 19:40,4.318,0.33,106.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/18/2009 21:35,8/18/2009 23:40,3.556,2.08,193.92
Forested Control,8/21/2009 12:15,8/22/2009 11:30, 2009-08-21 18:35:00,3,2.3,0.16,19.2,23.25,6.33,0.086,453.42,0.0342,0.04458,8/21/2009 13:25,8/22/2009 19:20,67.31,21.25,49.67
Forested Control,8/27/2009 20:10,8/28/2009 0:20, 2009-08-27 20:35:00,0.09,0.03,0.007,0.82,4.17,0.42,0.055,128.58,0.00169,0.00437,8/27/2009 20:00,8/28/2009 0:35,20.574,4.58,112.58
Forested Control,8/28/2009 12:50,8/28/2009 23:20, 2009-08-28 14:20:00,0.54,0.32,0.034,4.04,10.5,1.5,0.076,12.42,0.07445,0.12395,8/28/2009 12:20,8/28/2009 19:55,4.318,7.58,11.75
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/7/2009 17:30,9/7/2009 19:35,2.794,2.08,229.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/11/2009 4:00,9/11/2009 23:15,11.938,19.25,24.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/15/2009 15:30,9/15/2009 18:20,5.588,2.83,88.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/17/2009 4:15,9/17/2009 6:35,5.842,2.33,7.17
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/23/2009 22:40,9/23/2009 23:25,0.762,0.75,134.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/25/2009 1:40,9/25/2009 7:45,1.27,6.08,26.25
Forested Control,9/26/2009 18:00,9/27/2009 10:00, 2009-09-26 21:25:00,0.43,0.2,0.009,1.02,16,3.42,0.008,221.67,0.00641,0.01394,9/26/2009 14:10,9/27/2009 6:40,30.988,16.5,30.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/28/2009 14:05,9/28/2009 14:20,0.508,0.25,31.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/2/2009 19:50,10/2/2009 19:55,0.508,0.08,101.5
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/7/2009 4:10,10/7/2009 4:25,1.524,0.25,104.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/9/2009 1:50,10/9/2009 3:25,0.762,1.58,45.42
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/14/2009 14:00,10/14/2009 21:35,4.572,7.58,100
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/23/2009 17:10,10/23/2009 21:05,1.016,3.92,130
Forested Control,10/24/2009 13:25,10/25/2009 1:05, 2009-10-24 16:50:00,0.42,0.26,0.016,1.95,11.67,3.42,0.016,140.67,0.01191,0.01935,10/24/2009 12:45,10/24/2009 15:15,21.844,2.5,15.67
Forested Control,10/27/2009 4:00,10/29/2009 0:50, 2009-10-28 03:35:00,5.16,4,0.4,48,44.83,23.58,0.058,50.83,0.08701,0.11216,10/27/2009 0:40,10/28/2009 8:25,45.974,25.08,57.42
Forested Control,11/1/2009 5:00,11/1/2009 17:20, 2009-11-01 10:00:00,0.36,0.2,0.01,1.26,12.33,5,0.007,76.08,0.01549,0.02827,11/1/2009 1:15,11/1/2009 10:25,12.7,9.17,7.75
Forested Control,11/11/2009 19:55,11/12/2009 11:15, 2009-11-12 02:55:00,0.35,0.15,0.007,0.82,15.33,7,0.003,242.5,0.00637,0.01468,11/11/2009 3:15,11/12/2009 10:35,23.622,31.33,232.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/13/2009 11:35,11/13/2009 15:40,7.366,4.08,25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/19/2009 4:45,11/19/2009 5:30,1.27,0.75,120.92
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/19/2009 15:20,11/19/2009 23:40,7.112,8.33,9.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/20/2009 13:10,11/20/2009 13:20,0.508,0.17,13.5
Forested Control,11/24/2009 0:10,11/24/2009 23:20, 2009-11-24 08:35:00,1.83,1.08,0.042,5.06,23.17,8.42,0.017,234.42,0.04588,0.07761,11/23/2009 13:00,11/25/2009 14:25,23.622,30.58,71.67
Forested Control,11/27/2009 2:15,11/27/2009 18:05, 2009-11-27 03:40:00,0.79,0.15,0.014,1.73,15.83,1.42,0.034,29.5,0.0525,0.28225,11/26/2009 20:40,11/27/2009 2:15,2.794,5.58,30.25
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/30/2009 9:40,11/30/2009 16:00,5.588,6.33,79.42
Forested Control,12/2/2009 18:30,12/4/2009 9:25, 2009-12-03 07:45:00,3.05,1.3,0.05,6,38.92,13.25,0.013,120.33,0.08693,0.2037,12/2/2009 12:50,12/3/2009 5:10,14.986,16.33,44.83
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/5/2009 7:45,12/5/2009 9:00,1.27,1.25,50.58
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/6/2009 13:20,12/6/2009 14:55,1.524,1.58,28.33
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/7/2009 10:00,12/7/2009 17:50,7.112,7.83,19.08
Forested Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/8/2009 9:00,12/8/2009 12:25,5.08,3.42,15.17
